X	Y
34	188
14	191
496	191
57	185
647	185
567	192
228	198
160	182
23	182
655	191
299	186
28	180
62	178
578	183
639	184
612	177
560	179
478	177
392	187
395	184
122	176
164	175
7	174
503	173
614	171
360	171
110	171
170	171
253	175
249	169
126	169
51	171
43	175
4	194
404	170
403	170
128	186
117	190
128	188
67	166
656	168
327	217
316	250
309	243
314	242
300	242
330	237
338	236
329	236
282	235
340	234
333	235
285	233
338	232
282	229
285	226
340	226
377	221
352	221
270	217
274	214
365	213
282	206
336	212
306	223
308	226
323	196
311	191
315	182
286	176
241	165
118	168
590	163
28	167
624	171
486	163
374	161
216	166
212	160
509	160
278	160
154	170
140	158
643	167
655	157
218	156
130	159
509	155
502	155
494	155
601	176
601	155
385	155
301	154
221	154
398	158
397	157
373	168
379	176
15	167
15	163
413	155
495	150
423	150
214	152
254	150
7	150
626	157
593	149
290	149
99	147
88	149
19	147
630	145
617	151
602	147
446	147
42	155
41	158
45	153
642	144
593	142
561	142
494	142
436	142
262	142
54	146
415	142
356	142
29	143
541	141
537	140
484	141
165	139
631	140
617	139
269	139
578	136
476	137
408	136
283	152
252	138
2	136
650	144
653	148
623	138
638	136
464	138
263	134
161	134
478	145
415	135
23	133
597	134
459	131
574	131
587	131
565	134
470	129
465	129
103	129
299	139
311	144
304	137
88	138
89	138
87	131
554	127
141	130
24	127
576	123
549	121
592	120
170	130
599	123
569	118
446	118
182	122
303	122
562	120
552	117
29	117
14	116
541	129
538	131
542	126
249	115
175	121
547	115
632	113
610	115
603	116
583	115
375	113
537	112
446	111
28	110
558	109
537	108
617	107
465	107
97	120
101	114
558	105
304	105
270	105
83	107
34	112
28	105
598	107
572	107
573	107
653	104
366	105
310	103
69	104
22	112
592	102
480	102
470	101
182	106
129	103
72	152
85	168
75	176
70	146
536	100
475	100
189	104
260	113
122	98
80	99
636	97
584	103
372	97
95	104
44	119
100	95
592	94
463	96
599	96
519	95
253	97
255	102
393	89
387	92
331	91
425	91
106	91
51	89
648	90
419	87
656	93
566	86
310	86
655	84
648	84
596	86
369	85
337	87
20	116
9	123
9	112
10	92
11	91
12	90
611	95
610	91
550	98
549	91
534	84
423	83
416	83
27	83
305	82
273	81
419	80
235	80
561	81
47	79
414	78
257	86
289	105
285	83
265	75
398	75
480	73
110	75
541	79
247	72
5	76
415	112
385	146
382	139
428	137
390	134
414	123
397	122
426	111
409	115
411	113
367	74
231	70
115	70
656	70
279	70
510	78
521	77
385	67
249	67
420	70
8	66
656	65
641	70
544	65
225	64
249	63
482	62
532	61
269	61
241	70
418	61
222	60
266	58
540	64
656	58
533	56
15	62
523	60
492	60
397	58
644	54
264	55
549	53
507	58
656	51
66	72
486	52
485	51
112	46
334	45
154	54
163	53
161	50
118	46
639	51
258	47
281	49
194	57
197	62
186	51
330	42
169	41
112	41
550	45
545	43
167	39
91	39
577	38
537	45
158	40
630	42
624	37
507	47
507	46
205	42
493	37
471	35
15	41
567	35
163	35
652	33
32	35
648	37
640	32
432	32
627	33
634	30
540	34
440	33
208	31
180	36
641	25
451	27
426	24
191	27
448	24
415	23
181	27
512	34
525	41
442	23
434	22
406	22
392	18
196	20
478	36
598	22
588	16
447	18
143	40
139	37
6	18
1	18
405	14
208	14
550	13
535	13
19	22
497	15
498	16
342	12
259	12
648	12
624	11
588	9
486	11
604	11
480	11
320	9
292	8
265	7
616	14
491	5
295	7
655	5
307	5
262	2
639	8
627	3
597	4
600	67
629	124
625	122
633	122
626	118
645	117
654	114
649	113
643	109
624	98
576	78
587	70
621	60
611	57
598	51
604	50
599	50
585	62
598	66
587	33
586	29
566	2
543	1
527	4
526	16
520	14
476	2
467	4
463	8
430	9
430	9
408	4
396	11
393	1
381	9
377	3
361	7
339	9
320	1
296	2
321	246
276	485
411	484
229	485
339	477
232	477
259	474
433	473
362	473
299	474
312	474
285	474
388	470
234	472
331	472
304	469
379	466
358	468
274	468
368	468
289	465
274	465
234	464
285	463
221	461
398	459
227	458
211	460
203	459
216	457
280	458
196	456
260	453
365	454
291	451
195	451
214	447
202	449
172	446
187	446
439	443
430	443
217	443
458	442
203	439
209	437
186	439
434	436
172	435
187	434
451	436
210	433
201	434
220	434
235	431
154	429
430	428
461	428
179	428
326	426
213	428
181	426
449	427
440	432
335	424
134	425
157	424
137	422
451	421
172	421
323	422
473	420
163	417
154	417
473	417
506	414
483	416
147	418
492	411
142	410
394	409
369	407
147	408
376	405
156	406
427	404
382	404
404	404
374	402
437	402
345	398
189	395
494	393
332	393
177	395
123	395
505	387
124	386
190	382
178	386
165	385
511	380
500	380
302	381
196	380
86	378
158	379
260	374
189	376
134	373
500	374
258	372
130	373
501	371
133	371
119	371
506	372
514	369
341	369
138	368
304	374
164	371
145	366
403	365
509	363
342	362
338	364
253	363
518	362
332	363
103	363
261	363
164	359
513	358
491	358
417	358
518	355
283	354
511	355
119	356
421	353
530	351
281	351
521	349
154	349
157	347
530	346
346	347
148	351
125	346
388	345
284	347
268	341
127	342
337	339
531	339
514	337
518	337
93	339
309	334
97	334
530	333
397	335
313	337
206	332
101	332
541	331
252	331
202	330
212	330
404	332
376	329
69	331
207	327
96	352
86	370
82	369
106	350
82	344
519	326
205	326
210	326
182	326
84	325
543	325
114	324
540	322
392	329
334	332
201	323
452	322
247	321
254	324
547	321
323	318
201	318
525	329
484	316
270	316
537	315
522	315
275	315
260	314
213	315
91	319
75	315
267	325
244	316
136	316
365	315
268	312
329	318
151	310
559	308
499	308
449	313
98	309
545	306
256	310
103	306
445	304
118	312
520	307
309	301
216	302
416	299
483	298
460	300
211	300
153	302
543	300
289	297
84	298
442	298
214	294
459	293
543	293
425	292
413	291
98	295
302	292
153	291
537	291
222	296
372	289
206	291
476	287
435	291
178	286
426	285
177	285
157	285
91	285
374	283
152	283
99	285
375	282
244	282
177	282
78	283
206	283
336	278
318	302
314	322
303	320
312	314
331	304
157	278
410	281
81	281
290	322
302	349
296	334
287	330
284	317
269	301
280	295
267	286
73	273
436	270
551	265
476	272
275	268
286	274
546	261
486	265
417	260
94	261
274	259
286	261
267	259
546	253
540	255
421	245
258	245
261	242
540	243
535	244
220	241
268	247
218	240
94	248
525	275
529	300
520	283
526	280
526	275
537	272
521	274
528	269
238	265
220	268
244	259
238	253
231	257
259	238
547	236
539	236
84	235
555	234
515	238
254	237
513	231
512	230
252	228
96	229
549	225
544	228
233	234
418	221
551	221
484	217
535	215
188	212
174	210
99	212
543	212
90	208
547	206
534	204
525	204
529	203
463	202
546	200
471	198
468	198
90	196
417	194
169	193
102	194
541	190
477	192
202	187
92	188
515	186
471	186
179	190
525	176
455	195
454	203
445	179
416	179
228	176
546	174
441	173
99	172
234	170
534	171
474	166
450	170
101	167
445	165
441	165
203	165
352	167
351	167
330	163
427	189
421	212
424	190
192	161
539	162
550	164
534	160
452	160
533	157
114	156
541	155
462	157
454	156
540	154
529	155
116	154
109	156
342	154
336	157
239	151
517	149
193	167
513	147
144	147
528	147
190	147
158	146
582	147
234	146
108	147
339	146
200	150
507	139
197	142
150	138
524	140
514	141
221	139
346	142
122	138
217	134
506	135
525	132
225	131
126	132
196	132
510	128
492	131
156	126
124	125
501	127
502	122
514	122
514	118
482	119
462	116
128	116
197	115
146	118
513	112
495	116
331	110
328	110
351	109
138	108
146	107
491	106
323	101
335	101
142	99
491	97
363	94
146	95
476	92
474	90
154	92
121	89
160	85
157	85
163	84
126	85
188	84
164	83
134	78
145	75
140	74
170	74
165	73
469	69
312	68
454	67
259	67
354	61
437	59
357	59
451	58
354	57
298	58
435	54
443	52
314	52
244	51
337	51
444	48
418	49
431	48
426	45
409	44
358	44
386	51
430	41
424	41
356	42
452	47
423	40
393	41
418	39
246	38
221	37
276	35
249	35
233	35
419	35
293	34
254	36
396	34
388	34
336	32
258	31
245	31
419	29
365	29
312	31
267	30
244	28
309	27
253	28
393	26
282	30
364	24
205	24
297	29
341	23
331	21
276	22
285	20
271	20
291	19
270	19
269	18
231	20
358	26
234	14
250	9
241	11
244	2
179	1
199	9
161	8
147	5
79	45
86	75
50	66
34	61
112	59
35	55
37	49
72	36
61	28
73	27
103	22
128	18
86	18
83	23
105	17
97	19
69	16
74	13
74	10
51	1
47	9
62	5
22	4
17	1
10	6
2	1
