X	Y
284	348
249	344
195	344
154	351
116	346
107	346
167	347
131	346
455	350
101	341
531	340
470	341
347	343
213	339
200	339
516	343
217	339
124	341
629	344
484	338
453	337
450	338
112	337
537	337
501	337
475	341
384	347
178	339
106	336
59	339
6	336
495	334
406	334
378	334
521	337
271	341
123	333
530	331
501	331
491	331
462	331
332	335
320	341
134	334
128	331
105	332
481	331
357	331
626	356
622	347
616	347
611	332
518	329
508	336
269	332
175	330
395	337
394	339
354	328
347	333
488	328
475	328
468	331
406	328
365	332
309	330
114	331
404	326
401	326
323	325
316	326
300	325
100	325
377	324
176	324
99	324
463	324
309	323
304	324
138	324
386	327
116	322
529	321
468	323
345	321
129	325
62	323
56	324
545	320
480	323
475	322
421	341
356	323
339	320
234	325
225	320
443	322
410	318
221	322
306	317
208	333
178	317
94	318
549	316
537	315
427	315
422	315
416	316
328	321
441	315
435	316
316	317
172	315
526	313
520	319
368	314
214	317
90	313
499	313
444	312
411	312
107	319
15	315
458	322
139	325
300	310
545	309
540	309
470	313
288	329
275	315
240	308
203	309
461	308
387	308
261	310
219	308
525	307
490	306
104	308
583	307
538	305
329	309
315	307
197	306
357	305
278	305
23	308
376	311
349	309
157	323
433	306
131	302
476	304
342	303
195	301
545	300
337	300
296	300
284	304
497	313
487	314
448	308
434	299
262	300
301	298
210	301
153	299
453	298
419	302
256	298
203	299
428	297
295	296
231	299
246	319
234	312
189	298
50	299
452	295
425	295
407	309
405	302
278	296
184	295
436	294
107	298
46	294
507	299
293	293
146	293
259	292
94	291
16	291
418	291
487	292
446	291
210	295
542	290
457	288
393	295
358	294
327	295
217	291
97	291
21	292
464	295
464	295
490	286
274	290
249	299
446	285
313	291
154	289
410	286
212	283
430	283
136	283
104	283
552	282
538	283
492	283
423	286
382	284
217	281
93	282
507	284
486	280
472	284
273	280
181	300
169	289
5	283
426	280
258	281
559	282
485	278
376	289
238	278
211	277
82	288
496	277
491	277
227	285
134	276
423	274
214	274
555	273
473	275
438	283
331	275
246	276
164	274
16	274
545	275
535	273
502	277
448	275
363	280
341	284
299	274
258	274
170	274
138	282
78	274
313	275
270	277
89	270
180	269
329	268
290	281
88	268
81	268
431	271
88	266
235	267
227	267
185	265
394	275
252	267
218	267
197	279
198	283
445	262
330	263
315	264
259	262
189	262
588	261
303	268
125	261
121	286
111	309
123	297
424	259
364	259
262	259
256	259
244	260
485	259
401	258
396	258
390	259
412	267
322	256
259	256
59	259
547	257
516	255
479	266
153	268
134	257
129	255
100	266
434	259
438	259
182	259
558	252
308	255
221	251
44	252
553	252
405	251
83	251
319	249
516	248
437	249
427	250
110	251
92	253
63	267
35	248
313	245
217	245
29	245
550	244
442	245
187	245
221	244
130	245
461	260
465	267
315	241
253	245
602	241
541	240
526	243
485	243
429	241
373	255
357	240
220	240
56	244
554	243
106	243
382	238
520	236
459	237
346	257
279	236
371	236
304	241
278	235
112	236
84	235
197	240
108	234
474	236
211	248
599	235
386	235
375	233
238	243
177	233
69	238
54	235
445	238
430	231
291	238
278	251
274	259
329	245
610	230
310	229
294	228
282	229
606	227
557	232
240	229
186	233
171	228
602	227
344	227
118	242
546	226
519	227
376	227
214	227
346	222
321	222
243	222
198	222
199	221
175	221
42	233
328	221
286	220
297	219
241	220
194	220
115	219
42	219
204	219
421	218
380	220
251	217
215	217
209	224
142	236
145	235
139	235
39	217
568	232
557	220
549	217
498	222
465	216
244	218
494	215
446	221
306	224
193	214
197	215
502	213
227	225
356	224
276	212
267	225
489	210
307	210
127	212
508	219
496	260
523	285
520	282
524	276
342	212
256	212
100	211
59	209
35	211
541	215
476	214
287	217
237	211
177	208
603	210
464	206
323	211
276	206
134	206
447	205
246	207
540	203
454	203
362	202
264	204
134	201
126	201
98	204
531	202
488	209
365	200
298	204
238	202
554	207
351	201
182	210
545	196
529	196
546	195
528	195
101	195
465	195
198	204
338	195
268	195
235	195
158	194
533	195
494	195
448	197
328	207
281	193
251	193
242	195
91	193
273	192
105	190
337	189
432	190
308	189
50	203
550	187
142	201
277	188
265	188
516	208
290	185
573	199
579	196
442	201
283	195
421	186
97	184
320	181
278	182
455	181
344	180
228	187
107	180
459	178
449	178
304	178
299	183
209	179
100	178
4	180
517	177
513	179
481	177
312	178
289	180
277	178
426	177
232	176
131	178
331	178
329	179
265	180
121	185
289	174
252	176
243	174
222	173
527	180
460	174
227	174
207	172
106	172
521	172
513	170
323	170
191	219
194	182
158	171
469	170
361	171
352	169
262	169
211	172
159	176
490	169
436	174
294	170
179	175
141	175
134	171
513	167
488	167
377	167
216	170
204	167
526	167
420	169
227	167
538	166
304	169
141	165
355	164
200	165
147	164
121	169
40	182
32	188
43	177
5	165
233	163
214	164
193	162
179	163
517	163
485	182
499	190
499	179
370	164
360	163
347	163
288	163
248	165
227	160
219	164
186	160
170	167
117	161
481	167
441	162
95	199
79	226
78	221
82	185
526	159
463	162
291	157
476	157
144	158
117	157
62	157
502	155
452	155
181	155
425	158
212	154
205	156
103	160
90	155
532	155
221	153
490	157
476	152
467	153
415	153
362	155
281	159
49	155
343	152
196	155
362	202
405	226
406	211
364	187
394	183
374	182
524	149
348	149
151	150
366	149
116	148
193	147
158	147
499	148
491	147
354	147
338	148
121	146
107	147
469	148
364	146
318	145
161	152
10	147
446	150
424	147
333	146
307	145
292	147
79	144
70	149
41	146
524	143
514	144
118	143
529	144
442	142
197	142
481	144
22	140
459	140
246	140
241	139
188	145
151	141
153	142
338	138
384	140
374	139
202	139
123	139
500	137
265	149
254	145
243	136
237	136
132	148
51	139
512	145
454	134
277	134
201	134
467	134
416	137
340	133
81	133
524	131
235	130
193	133
448	136
441	130
145	132
132	129
126	129
121	130
544	129
459	132
315	131
307	134
284	135
251	129
227	144
211	131
179	131
174	139
457	127
570	126
533	129
456	126
227	126
174	130
521	126
515	127
499	125
435	126
328	131
45	125
270	132
136	125
495	133
516	123
118	122
513	120
431	135
385	125
323	121
291	121
254	120
243	123
186	124
179	122
80	155
70	179
62	178
73	166
13	120
534	119
462	119
9	121
461	118
314	118
277	118
467	117
358	132
301	121
191	121
139	117
394	141
384	159
412	118
285	115
125	116
501	117
420	115
273	115
197	114
175	117
6	114
581	113
464	113
435	115
334	115
328	115
317	114
184	114
428	113
409	112
340	117
306	113
270	119
356	111
278	112
19	112
413	110
281	110
253	110
210	118
478	109
473	109
57	108
275	107
191	107
185	107
145	111
96	113
235	106
136	107
24	107
106	106
62	106
574	115
551	110
515	109
482	124
366	110
347	111
314	106
249	104
234	111
203	107
156	123
141	105
126	106
174	103
158	101
58	102
477	101
474	100
467	101
363	100
160	100
137	101
488	99
379	105
301	104
293	100
221	99
144	99
61	99
200	99
370	97
169	100
69	100
58	97
28	99
482	96
477	97
423	99
311	97
209	99
196	99
161	97
51	99
460	96
36	108
184	98
19	99
411	100
326	93
454	92
320	93
286	95
12	91
476	92
461	90
536	89
485	91
481	89
339	95
170	91
159	91
430	91
376	91
301	89
255	103
177	92
85	89
131	95
41	92
497	90
236	87
146	87
36	86
435	86
227	91
43	86
293	85
251	85
518	83
466	84
489	83
419	83
309	84
254	82
234	83
26	84
370	83
350	81
279	93
266	82
115	100
112	82
387	90
318	81
470	80
337	79
178	81
124	82
139	87
514	77
322	77
316	78
252	77
561	77
450	100
453	108
449	84
356	89
355	93
299	81
185	77
371	75
291	75
566	74
311	74
462	77
193	74
140	75
39	77
508	75
400	87
362	72
242	79
227	76
121	73
83	75
451	73
314	70
236	75
115	70
28	69
536	67
379	73
329	72
228	69
193	67
439	72
326	66
41	66
249	70
189	65
92	76
38	65
488	74
419	71
387	68
371	64
419	64
347	71
236	65
332	62
275	64
408	62
51	62
328	60
281	67
280	70
395	60
302	64
305	67
274	58
266	58
261	59
262	68
342	59
316	60
305	58
46	63
37	57
22	63
542	60
472	59
437	56
430	60
415	59
406	57
207	57
28	61
528	90
529	100
438	55
244	59
464	58
226	54
190	54
282	54
259	54
215	69
204	80
220	62
619	53
430	51
210	52
459	51
451	52
367	50
262	50
33	50
418	49
403	49
37	50
517	48
411	48
235	51
54	56
74	99
60	131
78	121
67	115
83	109
592	47
340	50
139	47
66	47
594	45
355	58
259	46
251	47
603	45
434	46
353	44
223	48
60	45
385	53
345	43
214	45
158	44
397	44
357	43
270	46
229	42
474	41
260	41
81	42
626	44
554	43
155	41
74	40
448	44
306	40
291	47
535	38
426	38
394	38
226	38
324	46
307	37
275	39
210	41
371	37
366	37
510	38
453	36
221	35
57	36
517	35
499	35
411	34
361	34
114	35
585	34
388	38
378	36
282	35
257	34
250	39
248	33
554	33
484	35
472	35
441	35
66	36
146	34
376	30
332	29
269	29
588	28
321	32
315	29
281	28
166	28
133	28
499	28
391	27
351	33
345	26
67	28
438	25
432	25
324	25
573	28
307	25
275	25
224	30
163	26
152	29
329	23
257	23
157	23
73	24
127	30
380	24
462	33
243	25
584	19
286	19
207	17
290	22
279	17
87	20
483	19
303	18
314	17
275	14
92	13
570	13
163	14
562	10
130	16
552	8
268	10
263	15
90	9
385	15
540	8
317	6
168	9
122	10
426	21
423	28
416	24
178	5
444	10
348	12
268	4
428	4
414	3
402	18
400	15
68	4
61	2
45	4
22	4
17	1
4	2
