X	Y
639	261
632	255
279	255
57	258
171	253
105	257
536	251
22	251
13	251
19	251
7	251
280	249
53	249
615	253
580	251
384	255
289	258
432	249
305	246
67	246
461	259
609	257
481	275
470	285
647	249
653	251
176	245
561	243
470	241
358	242
571	255
466	240
459	240
435	240
381	270
377	275
656	241
526	239
232	254
592	242
26	238
6	238
1	238
536	238
414	240
10	238
629	245
358	236
249	235
609	235
440	234
408	284
420	307
400	258
182	237
576	235
565	233
207	234
72	234
6	233
284	239
195	231
12	233
522	234
518	232
497	232
625	230
216	235
452	241
534	228
144	227
568	227
481	236
603	227
589	231
527	224
507	232
506	226
497	224
484	225
123	241
518	224
408	222
358	227
396	230
381	225
251	221
26	221
531	221
419	224
618	229
513	219
556	217
533	258
543	281
545	257
546	250
542	249
549	245
547	229
542	227
534	217
606	217
420	216
251	217
77	219
70	219
3	225
243	218
508	215
503	215
496	216
225	225
450	219
449	220
285	213
642	214
517	215
263	215
40	242
37	225
596	215
573	215
240	209
222	208
24	211
12	211
227	211
83	208
71	207
364	206
133	207
78	208
55	225
57	236
61	236
52	232
52	225
560	207
518	206
267	205
233	204
26	203
641	204
624	204
453	205
432	221
432	222
434	212
108	201
31	203
616	208
583	200
390	212
150	202
149	241
150	235
137	201
506	204
264	200
250	204
118	221
120	211
121	204
311	200
221	198
60	212
43	202
642	218
610	200
208	206
636	197
453	196
95	195
321	198
565	195
611	193
360	217
373	234
241	193
159	192
69	197
216	192
118	192
50	192
6	190
276	202
179	217
187	219
176	214
185	212
171	206
360	196
63	190
413	203
198	188
288	192
591	192
594	195
593	190
412	188
328	187
318	187
436	184
335	187
270	185
616	188
605	182
439	191
6	182
79	186
34	186
28	180
601	179
470	179
430	181
382	190
605	176
367	181
347	179
334	177
319	178
180	177
147	179
81	176
72	180
64	179
1	177
624	179
359	179
142	177
482	178
379	178
567	182
569	174
608	171
551	174
448	172
561	170
556	170
365	171
595	171
552	169
309	171
617	171
611	171
583	179
448	168
246	168
223	168
137	186
137	186
436	172
255	168
415	174
419	170
338	166
304	166
333	165
250	182
241	177
448	164
80	168
574	163
567	165
262	162
169	164
9	163
308	162
256	161
241	161
212	177
228	187
228	177
223	181
204	176
17	179
623	163
566	159
69	163
22	163
510	162
301	158
93	158
44	174
36	171
640	157
443	159
347	164
353	168
348	163
352	163
125	157
173	158
114	156
509	155
468	155
286	155
478	154
239	250
194	325
129	324
186	315
155	307
170	291
133	291
139	291
242	283
192	280
248	280
187	277
340	268
329	266
195	270
336	264
165	260
189	259
195	258
258	252
324	249
194	249
250	249
216	255
268	246
194	244
196	243
270	243
265	243
268	240
347	241
339	245
325	250
298	233
206	221
312	220
306	187
277	180
286	177
582	157
516	152
413	153
130	156
82	153
348	152
276	163
169	153
30	152
5	156
419	158
300	150
180	151
13	152
641	151
514	149
119	154
149	163
472	162
472	167
483	164
454	160
430	147
292	149
24	152
656	147
170	147
19	147
75	147
499	151
163	147
483	148
156	149
623	143
583	144
264	142
52	156
613	149
78	142
549	140
493	141
191	141
22	141
476	142
328	141
321	157
327	164
165	139
88	141
6	140
463	145
421	140
418	139
30	141
558	136
609	143
488	136
390	134
273	144
238	134
147	139
601	134
596	142
178	162
198	150
197	144
643	165
649	186
6	134
633	144
631	133
459	131
590	131
45	145
23	132
621	131
412	135
323	131
201	129
15	137
207	132
225	147
233	156
234	149
89	126
24	126
1	126
431	130
49	125
20	126
486	123
539	123
464	126
78	123
16	122
574	121
379	148
392	159
323	120
211	121
181	129
175	121
75	130
56	121
39	121
203	122
567	119
486	119
400	124
162	128
93	120
46	119
561	118
433	119
25	118
398	115
217	115
518	114
379	117
20	116
654	119
655	123
495	111
395	110
179	117
78	110
61	130
365	109
150	110
28	110
355	108
616	107
530	111
25	107
19	107
550	107
563	107
559	107
235	105
217	108
420	112
263	110
227	117
71	107
621	102
614	102
381	105
264	101
212	102
633	114
624	119
626	116
603	113
602	116
577	105
609	101
94	109
558	99
384	98
270	98
655	101
406	97
379	97
191	108
638	96
373	99
281	103
279	101
65	101
382	95
228	99
207	103
595	96
438	94
285	97
422	91
417	91
376	91
657	89
198	91
579	93
580	92
436	100
432	106
183	92
8	88
454	87
285	88
134	89
127	88
593	86
566	86
207	87
190	90
613	89
515	87
368	89
187	85
323	82
224	86
6	83
651	91
94	81
390	82
204	80
602	86
510	78
201	78
70	82
437	82
419	82
139	78
427	76
269	76
600	75
422	76
156	75
573	74
279	80
86	75
398	92
77	89
655	75
493	73
486	73
398	72
335	72
273	72
53	73
392	71
384	72
126	76
115	70
564	69
433	69
331	69
138	70
657	67
398	67
52	67
326	68
646	68
568	65
539	65
489	65
392	64
115	64
11	65
656	62
534	88
531	80
535	75
536	85
540	70
144	62
50	64
59	62
637	62
517	60
266	60
112	59
94	59
339	59
117	59
24	61
168	56
86	63
20	59
622	55
398	59
94	55
404	54
75	57
386	58
126	54
538	55
404	51
508	49
105	52
494	49
454	48
396	49
389	49
377	51
305	49
140	48
128	48
464	47
310	49
328	53
376	45
340	49
347	45
135	46
336	43
120	47
64	43
304	43
88	44
3	48
184	41
115	41
17	43
313	41
159	39
487	38
70	39
648	46
104	62
99	65
656	39
28	41
552	59
554	41
163	35
470	38
129	36
630	33
625	33
565	36
504	33
654	31
634	30
491	30
463	32
208	31
209	28
90	32
83	29
143	34
138	35
112	29
105	27
406	28
647	27
556	25
493	25
468	26
17	27
5	27
168	24
104	23
98	27
447	22
122	30
635	22
136	22
110	22
482	123
548	213
467	215
469	207
540	200
531	199
487	196
491	199
535	194
519	196
549	189
491	189
550	186
497	187
541	183
526	186
530	171
511	180
525	172
524	157
537	143
535	145
524	132
522	131
515	131
550	129
539	131
545	129
453	119
483	109
503	108
471	99
450	97
476	89
469	89
482	86
447	78
476	77
452	77
463	75
466	72
450	69
469	69
451	61
428	61
419	55
412	52
418	48
420	44
415	43
410	38
390	36
402	34
396	33
416	31
426	38
422	30
421	28
221	21
562	18
232	17
148	18
330	19
65	17
29	19
17	17
514	16
467	17
452	17
218	15
337	15
224	14
249	16
239	15
174	15
110	13
99	14
414	17
391	12
255	14
195	25
437	17
438	18
400	11
92	10
604	11
235	9
227	9
199	8
41	6
15	8
650	15
654	12
481	17
5	10
1	5
518	6
254	6
245	5
215	7
104	6
33	3
655	2
649	1
640	1
633	1
620	7
568	49
617	75
618	71
578	64
600	62
509	59
602	52
613	50
589	35
534	30
589	30
582	29
578	20
582	17
571	13
532	13
578	11
575	11
558	10
586	11
561	3
543	1
534	2
528	1
513	1
501	12
452	5
422	2
415	4
395	8
344	5
333	1
320	246
283	487
276	486
284	485
310	484
275	480
389	478
390	477
393	476
379	475
369	475
310	475
277	476
269	474
323	473
344	476
362	466
236	466
266	467
252	462
266	461
260	461
398	460
416	459
220	459
329	457
212	459
289	456
202	455
218	454
437	451
428	451
291	451
212	449
266	453
280	454
270	446
437	445
418	449
259	444
429	444
182	444
459	444
439	442
248	442
405	442
432	440
201	439
459	438
230	438
204	437
189	437
279	436
273	436
182	435
443	437
181	434
437	433
224	434
461	427
450	431
435	427
434	423
199	424
475	425
206	421
143	420
457	421
442	421
482	417
153	415
268	411
242	437
249	456
244	457
256	455
237	455
240	428
237	428
476	413
162	414
467	415
237	411
141	413
259	406
459	407
266	404
453	403
141	402
183	402
155	403
142	401
124	403
187	418
187	414
143	400
504	399
264	398
454	397
229	397
171	397
506	395
458	396
241	395
460	393
451	393
237	396
167	393
200	392
201	391
202	389
503	389
135	389
229	389
126	389
118	381
139	378
114	376
499	380
127	374
533	371
521	370
515	371
156	372
114	370
164	369
105	369
499	370
141	371
138	373
106	365
109	365
111	363
516	364
116	361
140	360
520	354
107	346
114	343
532	342
495	343
116	338
531	338
542	334
540	323
527	321
523	317
105	315
549	312
100	306
93	300
90	290
96	287
80	277
93	275
87	260
88	247
91	242
85	241
90	237
84	235
87	233
92	228
92	222
96	219
90	212
93	205
101	205
97	200
100	188
105	186
95	186
337	150
116	144
291	140
340	137
265	131
117	132
266	126
107	128
283	123
307	120
300	124
358	118
116	122
337	115
312	108
302	109
308	104
161	103
323	102
167	102
137	102
319	101
114	100
141	98
354	98
304	97
249	101
341	94
355	93
307	93
96	91
340	90
172	91
347	91
247	91
154	90
164	93
309	88
301	86
310	83
188	77
165	77
185	76
196	75
178	72
165	73
235	71
179	68
174	67
195	68
162	68
180	65
208	67
211	62
169	62
284	61
179	58
278	61
219	60
201	51
351	49
234	58
225	50
276	48
250	49
354	44
196	53
190	47
269	44
227	44
236	42
205	42
274	41
255	55
244	42
198	41
249	39
326	38
269	39
344	33
275	34
237	34
266	35
376	29
261	29
355	32
341	27
317	26
281	27
274	26
287	24
349	27
371	22
274	22
302	21
364	20
368	19
294	19
290	16
307	19
322	4
321	3
295	12
287	12
251	2
232	3
207	4
157	21
170	14
183	11
171	5
111	4
100	1
49	64
2	114
32	90
31	90
39	75
37	54
47	53
41	49
55	50
51	43
46	37
55	35
72	25
82	15
89	3
67	7
54	1
48	1
22	1
4	2
