X	Y
277	142
235	141
188	142
540	144
261	141
428	141
346	140
286	139
273	139
499	138
443	139
398	147
220	139
134	138
116	138
540	138
398	137
304	137
277	137
211	150
461	143
452	139
409	139
253	140
235	136
149	149
151	149
121	139
38	139
406	134
349	136
194	135
178	158
181	161
170	147
506	136
492	138
419	148
211	134
547	137
514	132
416	133
411	133
353	132
22	136
625	132
477	131
459	131
422	131
423	130
189	131
438	132
375	132
262	130
252	131
224	132
190	129
574	128
566	142
483	159
452	130
445	128
287	131
288	131
281	129
21	128
429	129
363	142
625	125
182	125
546	124
323	136
651	125
148	128
318	123
271	122
91	122
38	124
507	123
298	128
186	124
131	127
621	121
499	125
384	125
347	124
233	127
146	121
627	120
137	120
547	119
489	118
362	121
413	118
520	117
132	116
100	116
95	116
123	115
612	115
505	114
201	123
151	115
516	115
492	114
459	113
350	115
310	113
235	116
140	113
602	115
570	119
500	115
431	117
372	116
334	116
275	119
213	118
162	115
157	114
523	113
435	111
362	112
355	111
322	116
468	119
302	110
262	114
609	110
558	116
458	109
298	111
152	108
485	108
447	107
142	107
645	106
633	112
636	110
297	106
179	107
558	105
444	112
419	111
346	107
302	105
280	108
261	106
206	107
584	115
584	117
550	107
467	104
461	105
408	104
290	111
223	115
136	104
126	105
620	107
422	103
265	103
249	113
194	110
167	119
307	105
118	104
476	104
399	116
289	101
123	101
450	101
346	101
253	101
107	125
378	99
247	99
97	105
485	100
443	99
417	99
332	98
326	99
157	103
552	100
293	97
282	100
509	104
459	99
299	99
230	101
225	100
210	97
190	97
162	98
224	95
113	96
596	101
544	93
531	119
538	110
488	93
477	94
161	93
457	93
297	92
159	92
97	92
630	96
347	91
275	91
84	123
80	142
81	114
237	90
116	90
36	91
601	89
515	92
503	91
461	89
362	89
231	91
211	91
194	91
139	92
610	91
556	91
549	95
332	93
251	89
185	91
55	88
614	97
576	99
619	86
446	90
418	90
203	88
154	89
428	95
297	85
193	85
182	86
379	95
366	98
387	91
90	89
434	83
483	84
458	84
451	84
157	83
608	84
597	84
496	81
365	81
333	83
302	83
267	90
221	85
177	97
148	84
507	83
493	86
443	81
439	83
340	80
281	81
468	82
308	83
246	82
57	83
383	78
372	80
196	80
147	78
324	78
251	77
228	78
211	81
121	78
620	77
587	78
501	78
494	77
329	77
169	76
469	76
430	78
243	76
206	74
200	74
185	78
460	74
360	73
288	76
153	74
563	79
506	73
214	72
452	73
162	75
217	70
194	70
191	70
614	69
303	75
226	70
30	69
442	73
235	69
585	67
418	74
372	68
311	68
243	67
195	67
187	68
177	72
576	76
431	67
393	73
398	75
385	67
190	66
115	67
406	75
327	69
301	65
273	70
272	68
151	65
33	65
448	66
414	64
286	65
41	65
451	63
424	64
241	62
179	62
506	63
414	61
395	62
251	66
221	63
185	62
341	60
324	60
302	61
235	61
194	61
502	60
460	60
112	59
454	58
434	58
332	59
205	64
465	59
427	58
266	58
256	60
599	68
279	59
173	56
91	76
209	55
49	57
605	54
587	54
376	54
601	54
496	53
332	54
88	53
37	57
565	53
568	60
553	52
356	52
323	53
300	54
163	61
162	66
130	76
138	72
291	57
224	53
446	50
250	51
215	55
519	55
507	53
444	49
422	51
366	51
308	50
262	50
53	51
592	52
402	53
407	47
347	63
271	50
229	47
205	48
479	60
480	63
474	53
313	55
358	45
131	48
118	46
112	45
82	45
411	43
223	43
147	49
98	53
371	42
276	43
264	43
256	43
406	42
333	41
316	43
219	41
329	45
196	45
88	43
83	40
383	45
233	41
91	39
62	51
368	39
299	42
257	38
153	44
308	40
413	36
203	38
404	37
250	38
141	37
138	35
347	34
289	34
235	35
226	36
212	40
588	34
534	47
377	33
339	37
241	34
189	33
60	34
575	39
387	33
351	39
283	38
268	33
448	42
449	39
431	37
431	35
371	32
330	34
123	37
180	30
541	60
523	78
527	75
408	29
390	28
340	29
303	32
285	29
59	28
561	27
251	28
435	26
573	25
395	25
314	31
300	25
292	27
236	25
565	24
427	25
343	24
168	39
163	35
577	22
562	22
553	22
321	23
273	23
225	22
353	25
62	21
364	21
339	21
415	26
311	20
349	21
231	20
273	17
80	28
83	29
80	17
566	17
401	23
178	17
74	18
426	15
241	20
290	17
201	10
424	10
285	9
206	10
594	11
542	8
429	9
184	8
