X	Y
329	246
586	487
51	488
314	484
589	484
339	483
337	483
334	483
327	483
315	483
312	483
309	483
306	483
304	483
302	483
48	484
350	482
348	482
340	482
354	481
352	481
349	481
288	481
358	480
353	480
280	480
363	479
273	479
593	479
371	478
366	478
268	478
377	476
261	476
259	476
381	475
384	474
382	474
43	478
389	473
391	472
248	472
395	471
246	471
396	470
241	470
239	470
401	469
399	469
240	469
599	472
236	468
409	466
407	466
233	466
603	466
35	468
413	463
222	463
31	462
218	461
30	461
420	460
422	459
607	461
424	458
214	458
28	459
427	457
428	456
610	456
432	455
208	455
206	455
434	453
437	452
202	452
438	451
201	451
613	452
24	453
616	448
442	449
21	447
617	446
192	446
20	446
618	445
446	445
450	443
188	443
619	443
452	442
18	443
17	441
456	440
184	440
15	439
622	439
180	438
459	437
178	437
623	435
463	435
461	435
176	435
625	434
13	435
626	432
12	432
467	431
11	431
627	430
628	428
471	428
168	428
472	427
9	428
629	426
8	425
630	424
475	424
7	424
477	423
163	424
6	422
631	422
161	421
159	421
480	420
160	420
159	419
633	419
4	419
635	416
155	416
3	416
2	415
636	414
485	414
152	413
151	412
637	411
148	409
491	408
639	407
492	407
640	405
495	405
144	404
641	403
496	403
142	403
642	401
140	401
141	400
139	400
499	399
644	398
500	398
138	398
645	395
503	395
135	394
646	393
134	393
132	392
506	391
132	390
647	390
131	388
648	387
508	387
511	384
650	383
512	383
127	383
514	379
124	379
652	378
517	375
122	376
121	373
519	372
118	370
520	369
521	367
116	366
524	364
524	362
114	362
113	361
526	359
112	357
110	357
110	355
529	354
109	353
530	350
108	350
106	345
534	342
535	340
103	339
102	338
536	337
101	335
538	333
99	329
540	328
540	326
98	325
542	323
96	320
543	316
95	316
94	315
94	312
93	309
546	308
547	302
92	302
91	299
549	297
90	296
550	291
88	288
550	287
551	286
88	282
87	281
88	280
551	278
87	277
87	275
552	271
86	270
86	263
554	262
85	259
85	255
86	254
554	252
86	249
553	248
85	248
553	244
553	241
553	237
86	237
552	232
86	232
319	236
319	237
87	227
552	226
88	219
87	218
551	216
88	215
550	214
89	211
550	208
89	207
90	206
90	202
548	201
91	201
91	198
547	196
91	196
278	198
92	194
546	192
93	191
94	186
543	181
542	178
541	177
541	175
540	173
99	172
539	171
100	169
538	167
101	166
537	164
102	163
535	160
104	158
534	157
105	157
533	156
106	156
105	155
533	153
532	152
531	150
108	149
530	148
110	146
111	145
527	142
112	142
113	141
655	139
526	139
113	139
114	138
115	136
522	134
116	133
652	132
522	132
118	130
519	129
120	128
650	127
519	127
122	126
120	126
648	123
124	123
647	122
514	121
647	120
513	120
124	120
126	119
128	116
645	115
510	115
129	115
511	114
509	114
130	114
2	113
643	112
508	112
131	111
3	111
505	108
134	107
641	107
503	106
5	107
640	105
136	105
501	104
137	104
639	103
7	104
500	102
638	101
9	100
637	99
497	99
140	100
10	98
143	96
635	95
494	95
11	95
493	94
145	94
634	93
494	93
492	93
633	92
13	93
148	91
490	90
15	90
488	89
631	88
151	88
16	88
630	86
486	86
152	86
17	86
485	85
18	85
483	84
628	84
156	83
628	82
158	82
19	83
627	81
21	81
626	80
159	80
22	79
478	78
161	78
23	78
474	75
163	75
24	76
624	76
473	74
165	74
470	71
169	71
621	71
170	70
26	71
467	69
171	69
173	68
619	68
464	67
28	68
462	66
30	66
618	65
176	65
617	64
31	64
459	63
616	62
33	62
183	61
456	60
184	60
453	59
187	58
613	59
451	57
449	56
190	55
36	58
610	54
446	53
192	53
195	52
608	51
441	51
197	51
40	52
439	50
199	50
201	49
42	49
203	48
605	48
435	47
603	46
432	45
430	45
208	45
44	46
602	44
431	44
429	44
211	43
601	42
426	42
47	43
216	41
422	40
420	40
217	40
599	40
418	39
219	39
417	38
416	37
225	37
222	37
50	39
413	36
226	36
228	35
406	34
232	34
595	35
233	33
54	34
235	32
239	31
57	31
397	30
242	30
240	30
59	30
395	29
390	28
247	28
590	29
251	27
248	27
385	26
382	26
254	26
256	25
378	24
261	24
585	24
375	23
269	23
265	23
273	22
268	22
63	25
366	21
363	21
276	21
274	21
272	21
359	20
281	20
581	20
358	19
352	19
349	19
292	19
285	19
283	19
68	20
346	18
341	18
335	18
300	18
293	18
339	17
333	17
330	17
328	17
322	17
317	17
314	17
309	17
306	17
302	17
578	17
313	16
71	17
73	14
576	14
573	11
572	10
76	11
82	6
