X	Y
329	246
587	485
325	484
319	484
315	484
50	487
339	483
336	483
334	483
331	483
328	483
323	483
314	483
311	483
302	483
300	483
298	483
351	482
343	482
296	482
289	482
47	482
355	481
352	481
290	481
288	481
283	481
359	480
284	480
280	480
361	479
369	478
367	478
271	478
374	477
372	477
267	477
265	477
44	479
593	479
379	476
261	476
41	476
382	475
380	475
257	475
387	474
385	474
389	473
393	472
248	472
395	471
397	470
243	470
599	472
401	469
399	469
237	468
405	467
408	466
232	466
410	465
227	465
413	464
36	469
223	463
417	462
219	461
31	462
420	460
217	460
424	458
213	458
28	459
427	457
430	456
431	455
208	455
26	455
203	453
435	452
608	459
437	451
201	451
22	450
446	446
191	446
20	446
616	447
449	445
447	445
188	444
19	444
18	443
619	443
452	442
17	441
454	440
184	440
622	439
456	438
181	438
16	439
459	437
624	436
177	436
462	434
175	434
13	435
174	433
12	433
172	432
626	431
468	430
171	430
470	429
10	430
628	428
9	427
473	426
166	426
630	425
474	425
165	425
8	425
631	424
477	423
162	423
7	423
632	422
477	421
6	421
482	419
158	419
5	419
634	419
483	417
3	417
635	415
486	415
154	415
153	414
2	414
637	412
151	412
488	411
638	410
147	408
640	406
492	406
145	405
495	404
641	403
496	403
142	403
497	402
141	402
643	399
140	399
644	398
500	398
138	398
136	396
645	395
503	394
136	394
505	392
133	392
506	391
507	390
131	389
648	388
508	388
509	387
130	387
129	386
128	385
511	384
512	383
126	382
124	378
515	378
122	376
121	374
518	372
120	372
119	371
520	370
118	370
116	366
523	365
114	364
524	362
525	361
114	361
526	358
112	358
527	357
110	357
110	355
529	354
109	353
530	352
108	350
532	348
107	348
532	346
106	346
534	342
103	341
535	340
104	340
103	339
101	335
537	334
538	333
100	331
540	328
98	325
98	323
542	321
96	320
543	318
95	318
546	311
93	309
546	306
547	304
92	306
91	302
547	301
548	299
549	295
90	293
550	290
550	287
88	285
551	280
87	279
552	278
552	275
87	275
86	273
86	271
552	269
553	268
86	268
86	265
553	263
86	262
553	261
85	260
86	259
553	258
85	258
85	256
86	247
553	250
553	243
86	242
86	239
86	237
86	234
552	232
86	232
553	231
319	236
319	237
86	228
87	224
552	221
551	219
87	217
89	213
550	210
89	209
89	207
548	204
89	204
90	203
548	201
547	200
548	199
547	197
92	196
93	194
546	193
93	192
95	186
96	182
96	179
97	177
541	176
98	175
540	171
101	168
538	166
103	161
535	159
104	158
534	157
105	156
106	155
531	152
107	151
108	149
111	144
112	142
112	140
113	139
654	138
114	138
524	138
115	136
116	134
118	130
518	127
121	125
649	124
516	123
123	123
515	122
124	122
648	121
647	120
125	120
645	116
510	116
129	114
644	113
130	113
508	112
131	112
3	112
132	110
4	110
506	109
642	108
133	108
641	107
135	107
5	107
503	106
640	105
502	105
137	104
639	103
7	103
501	102
139	102
499	100
9	100
498	99
141	99
10	99
637	99
496	97
635	96
144	96
11	96
635	94
634	93
146	93
491	92
13	92
148	91
633	91
491	90
14	90
632	89
150	89
488	88
151	88
630	87
152	87
486	86
16	87
629	85
18	85
628	84
483	84
155	83
157	82
19	83
481	81
158	81
627	81
479	80
160	79
21	80
163	75
23	76
624	76
473	74
472	73
168	73
25	73
621	72
470	72
169	72
26	72
469	70
466	68
171	68
28	69
464	67
175	67
176	66
30	66
619	67
461	65
177	65
616	63
459	63
180	63
32	63
184	60
34	60
454	59
185	59
363	61
613	59
452	58
187	57
190	56
191	55
36	57
193	54
610	54
446	53
608	52
443	52
195	52
440	51
607	50
199	50
40	52
606	49
605	48
436	48
202	48
43	48
433	46
207	46
431	45
430	44
428	44
209	44
46	45
426	43
212	43
602	44
423	41
48	42
422	40
217	40
599	40
419	39
219	39
415	38
51	39
596	37
225	37
53	37
413	36
227	36
409	35
229	35
594	35
405	33
232	33
403	32
237	32
235	32
55	34
592	32
239	31
58	31
397	30
243	30
59	30
395	29
245	29
250	28
248	28
385	26
255	26
380	25
375	24
260	24
373	23
265	23
371	22
63	25
275	21
272	21
586	25
359	20
356	20
283	20
281	20
580	19
348	19
290	19
288	19
285	19
68	20
345	18
340	18
336	18
300	18
296	18
293	18
341	17
338	17
333	17
331	17
328	17
324	17
317	17
311	17
304	17
298	17
72	16
76	12
78	10
575	13
569	7
566	4
