X	Y
329	246
586	487
52	488
588	485
313	484
337	483
333	483
331	483
329	483
327	483
314	483
312	483
309	483
307	483
48	484
590	483
346	482
342	482
335	482
298	482
294	482
292	482
351	481
348	481
289	481
284	481
359	480
276	480
366	479
273	479
369	478
268	478
374	477
265	477
377	476
262	476
594	478
381	475
387	474
384	474
254	474
43	478
597	473
388	473
251	473
39	473
394	471
397	470
37	471
600	470
402	469
240	469
403	468
237	468
407	467
404	467
234	467
35	468
603	466
408	466
231	466
411	465
230	465
604	465
226	464
414	463
224	463
418	462
32	463
422	460
420	460
217	460
424	459
216	459
425	458
29	459
427	457
212	457
429	456
608	459
433	455
434	454
203	453
26	455
612	453
436	452
201	451
23	451
440	450
442	449
22	449
615	449
197	448
195	447
21	447
447	446
445	446
192	446
20	445
188	443
618	444
453	442
186	442
18	443
184	440
182	439
621	439
458	438
181	438
16	439
623	437
460	437
179	437
624	435
177	435
625	434
463	434
176	434
626	433
627	431
466	431
171	431
12	433
628	430
628	428
169	428
9	429
629	427
166	427
8	426
475	424
163	424
7	424
630	424
162	423
477	422
6	422
632	421
161	421
633	418
157	418
4	419
634	416
636	415
2	416
153	414
152	413
151	412
637	411
489	410
148	408
640	406
494	406
496	403
143	403
497	402
142	402
642	402
498	401
140	400
499	399
644	398
138	398
500	397
644	395
135	395
646	393
505	392
647	390
507	390
648	389
132	390
508	388
130	387
129	386
127	384
511	383
650	382
126	382
513	381
514	379
124	379
123	378
122	377
653	375
516	375
122	375
518	373
519	371
118	369
117	367
522	366
523	365
116	365
115	363
114	361
113	359
528	357
111	356
110	355
109	352
530	350
108	350
107	349
533	344
105	343
104	340
536	338
102	336
100	334
538	333
539	332
100	332
539	330
540	329
541	324
542	322
96	320
543	319
546	312
93	312
545	311
546	310
93	308
547	303
91	303
548	301
91	299
548	298
90	296
549	295
89	294
89	292
89	290
550	287
551	286
88	285
551	284
551	281
88	281
552	278
87	276
553	269
86	268
552	267
86	265
553	264
85	264
85	262
86	261
553	260
85	260
85	257
553	248
85	242
553	239
553	235
553	233
319	236
319	236
552	228
86	227
87	225
552	224
551	222
88	217
88	215
551	214
551	211
550	210
89	209
549	204
548	200
91	199
548	198
547	197
91	197
547	195
92	195
93	194
92	193
546	190
93	190
95	185
96	180
542	180
540	172
539	170
538	168
100	168
538	165
103	161
535	160
104	159
534	156
532	154
531	151
530	149
108	149
110	146
111	145
527	143
112	141
526	140
113	140
654	139
653	137
524	137
114	137
116	136
523	135
116	134
652	132
117	132
651	131
118	130
650	129
119	129
120	128
518	126
517	124
122	124
648	123
516	123
648	121
514	121
124	122
125	120
512	118
128	117
511	116
645	115
128	115
129	113
643	112
131	112
3	112
642	110
132	110
641	108
505	107
133	107
5	108
640	106
504	106
6	106
136	105
7	105
640	104
138	104
502	103
639	102
638	100
7	101
637	99
499	100
139	100
497	98
142	98
10	98
11	97
496	96
143	96
494	95
12	94
634	93
145	93
13	93
633	92
492	92
147	92
491	91
148	91
13	91
490	90
150	89
16	89
15	88
631	88
486	87
152	87
16	87
629	85
155	85
484	84
154	84
628	82
481	82
156	82
18	83
480	80
159	80
21	80
161	78
22	78
162	77
625	77
475	75
24	75
623	74
166	73
622	72
471	72
468	71
168	71
26	71
171	69
620	69
175	67
29	68
463	66
462	65
31	65
179	64
32	64
616	64
459	63
458	62
181	62
456	61
182	61
455	60
184	59
186	58
613	59
451	57
34	60
37	56
190	55
610	54
445	54
192	54
444	53
39	54
609	52
443	52
194	52
608	51
197	51
41	51
440	50
199	50
438	49
201	49
42	49
437	48
605	48
435	47
202	47
604	46
434	46
603	45
432	45
208	45
429	44
210	44
601	43
427	43
212	42
423	41
217	41
46	44
421	40
219	40
216	40
50	40
420	39
362	43
418	38
414	37
223	37
598	38
412	36
226	36
52	37
595	35
409	35
229	35
231	34
406	33
234	33
402	32
236	32
56	33
400	30
241	30
59	30
592	31
394	29
246	29
244	29
392	28
388	27
249	27
60	28
382	26
255	26
257	25
588	26
380	24
376	24
263	24
260	24
374	23
268	23
264	23
371	22
367	22
273	22
64	24
279	21
583	22
358	20
283	20
281	20
278	20
354	19
350	19
292	19
286	19
68	20
345	18
343	18
340	18
335	18
301	18
299	18
297	18
333	17
329	17
310	17
308	17
304	17
73	14
79	9
573	11
