X	Y
339	470
316	463
211	403
173	373
170	369
127	322
108	216
110	209
120	136
167	47
172	45
430	239
293	448
252	424
242	411
235	411
208	392
187	373
182	369
172	357
148	334
144	334
142	325
134	317
388	291
117	273
350	258
123	249
747	231
298	224
297	223
351	207
224	208
741	138
248	112
737	104
136	95
144	99
146	81
155	75
451	45
184	41
190	33
